"조서관리코드","프로젝트코드","지자체","조서유형(구분)","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000AGZ200101103738","11000PPL200101100148","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업구역","영등포구 대림2동 1087번지 일대","대림2-2주거환경개선지구","2815","","","2847.9","11000NTC200101100148"
"11000AGZ200101153739","11000PPL200101150170","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","행당동 322-61일대","금호1-6주택재개발정비지구","107851","","","107855","11000NTC200101150170"
"11000AGZ199701181490","11000PPL199701186654","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","종로구 무악동 46일대","무악1구역","64080.9","","","64243.8","11000NTC199701186654"
"11000AGZ199701271491","11000PPL199701276667","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 노량진동 229 일대","상도제1구역","107380","","","108229","11000NTC199701276667"
"11000AGZ199701281544","11000PPL199701286671","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","서대문구 합동 28-5일대","마포로5구역제7지구","2760","","","2758.5","11000NTC199701286671"
"11000AGZ199701291502","11000PPL199701296673","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 행당동 128,응봉동 10 일대","행당지구","107538","","","107588","11000NTC199701296673"
"11000AGZ199702171578","11000PPL199702176715","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","마포구 염리동 55-33일대","염리제1구역","29942","","","29942","11000NTC199702176715"
"11000AGZ199702171590","11000PPL199702176716","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","용산구 용산2가동 1,5번지 일대","용산1주택재개발정비구역","193773","","","163914","11000NTC199702176716"
"11000AGZ199702221472","11000PPL199702226732","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","동대문구 전농동 620일대(전농동 624, 용두동 10동)","청량리구역","87986.9","","","77920.3","11000NTC199702226732"
"11000AGZ199703031568","11000PPL199703036749","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 삼각동 34번지 외 16필지","을지로2가6도시환경정비지구","1799.3","","","1798.8","11000NTC199703036749"
"11000AGZ199703101580","11000PPL199703106770","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","마포구 신공덕동 2-264일대","신공덕제3구역","14569","","","15408","11000NTC199703106770"
"11000AGZ199703171561","11000PPL199703176791","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","종로구 신문로1가 134-2외 67필지","신문로 2-1도시환경정비지구","5429.6","","","5429.6","11000NTC199703176791"
"11000AGZ199703171570","11000PPL199703176790","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 남대문로5가 631번지 외 51필지","양동구역 제2지구","6859.8","","","6859.8","11000NTC199703176790"
"11000AGZ199703241511","11000PPL199703246804","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","용산구 산천동 6 일대","산천구역","58121.7","","","58141.5","11000NTC199703246804"
"11000AGZ199704091504","11000PPL199704096847","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","성동구 금호1가동 1080일대","금호제6구역","117569","","","118040","11000NTC199704096847"
"11000AGZ199203120345","11000PPL199203122938","서울특별시","정정","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 339번지 일대","신길제3구역","13242","","","13031","11000NTC199203122938"
"11000AGZ199203130294","11000PPL199203132945","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울 마포구 공덕동 384번지 일대","공덕1구역","0","","","26327","11000NTC199203132945"
"11000AGZ199203130297","11000PPL199203132945","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울 마포구 대흥동 660번지 일대","대흥구역","0","","","59068","11000NTC199203132945"
"11000AGZ199203130304","11000PPL199203132945","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서울 서대문구 남가좌동 200번지 일대","남가좌6구역","0","","","46352","11000NTC199203132945"
"11000AGZ199203130338","11000PPL199203132945","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울 종로구 숭인동 232번지 일대","숭인3구역","39509","","","24087","11000NTC199203132945"
"11000AGZ199203210271","11000PPL199203212962","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업구역","동대문구 제기동 122-520번지 일대","제기1주거환경개선지구","13740","","","9945","11000NTC199203212962"
"11000AGZ199203210273","11000PPL199203212962","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","동대문구 제기동 288번지 일대","제기2지구","43250","","","44253","11000NTC199203212962"
"11000AGZ199203250351","11000PPL199203252972","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 98-1번지 일대","봉천제2구역","95279","","","96615","11000NTC199203252972"
"11000AGZ199204110242","11000PPL199204113006","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","서울역~서대문7도시환경정비지구(1,2구역남측)","3409.4","","","3391.8","11000NTC199204113006"
"11000AGZ199204110388","11000PPL199204113004","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로3-4-1도시환경정비지구","1827","","","1826","11000NTC199204113004"
"11000AGZ199204110389","11000PPL199204113004","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로3-4-2도시환경정비지구","1217","","","1192.8","11000NTC199204113004"
"11000AGZ199204200320","11000PPL199204203025","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울 성동구 하왕십리동 890번지 일대","하왕1구역","60846","","","78245","11000NTC199204203025"
"11000AGZ199205010400","11000PPL199205013045","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로5-12-1도시환경정비지구","3044.7","","","3052","11000NTC199205013045"
"11000AGZ199205040282","11000PPL199205043055","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","종로구 명륜동 3가 1-100번지 일대","명륜1주거환경개선지구","9600","","","9533.4","11000NTC199205043055"
"11000AGZ199205040325","11000PPL199205043054","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성동구 금호3가 1345번지일대","금호제5구역","56125.6","","","56010.5","11000NTC199205043054"
"11000AGZ201711209288","11000PPL201704278101","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","광진구 구의동 246-10 일원","구의1재정비촉진구역","4917","2","4917","","11000NTC201704278101"
"11000AGZ201711209289","11000PPL201704278101","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","광진구 구의동 243-7 일원","구의2재정비촉진구역","4672","2","4672","","11000NTC201704278101"
"11000AGZ201711210435","11000PPL201703308067","서울특별시","폐지","의제처리구역","정비구역","주택재건축사업","서초구 방배동 913-24 일대","방배동8 주택재건축 정비예정구역","21000","2","21000","","11000NTC201703308067"
"11000AGZ201511258475","11000PPL201505217484","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동276-1번지 일대","신길15재정비촉진구역주택재개발정비사업","105733","2","105733","0","11000NTC201505217484"
"11000AGZ201906270003","11000PPL201906270001","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 인현동2가 151-1번지 일원 ","세운 6-3-4구역 재개발사업구역","6603.55","","","6500.03","11110NTC201906270002"
"11590AGZ201905210002","11590PPL201905210003","동작구","변경","의제처리구역","정비구역","주택재개발사업구역","노량진동 232-19번지 일대","노량진3재정비촉진구역","73153","","","73068","11590NTC201905210003"
"11000AGZ201908120003","11000PPL201908120007","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","이문동 149-8일원","이문3(3-1) 재정비촉진구역","136701","","","133505","11230NTC201908120008"
"11000AGZ201908130003","11000PPL201908130004","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","성북구 장위동 68-141 일원","장위11구역 주거정비형재개발","159451","","","","11290NTC201908130004"
"11000AGZ198303085988","11000PPL198303085156","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","마포로1-31도시환경정비지구","1696","","","1696","11000NTC198303085156"
"11000AGZ198304022004","11000PPL198304025219","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","서소문1-1도시환경정비지구","5669","","","2850","11000NTC198304025219"
"11000AGZ198304022005","11000PPL198304025219","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","무교구역제2지구","0","","","1621","11000NTC198304025219"
"11000AGZ198304022006","11000PPL198304025219","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","서소문구역 제1-2지구","5669","","","2819","11000NTC198304025219"
"11000AGZ198304022007","11000PPL198304025219","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","소공4-6도시환경정비지구","2770.2","","","2874.8","11000NTC198304025219"
"11000AGZ198304022008","11000PPL198304025219","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","다동10도시환경정비지구","2893","","","2091.5","11000NTC198304025219"
"11000AGZ198304022009","11000PPL198304025219","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","","서울역-서대문제1구역제1지구","16217","","","16685","11000NTC198304025219"
"11000AGZ198304022010","11000PPL198304025219","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","무교구역제1지구","0","","","1530","11000NTC198304025219"
"11000AGZ198307022015","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 전농동 127번지 일대","전농2구역","6280","","","5670","11000NTC198307025356"
"11000AGZ198307022016","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","성북구 삼선동 485번지 일대","삼선구역","39155","","","28496","11000NTC198307025356"
"11000AGZ198307022017","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 답십리동12번지일대","답십리6구역","69925","","","67831","11000NTC198307025356"
"11000AGZ198307022018","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","강동구 가락동 산60-3","가락2구역","9917","","","13202","11000NTC198307025356"
"11000AGZ198307022019","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 산137번지 일대","신길3구역","26740","","","26528","11000NTC198307025356"
"11000AGZ198307022020","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","마포구 신공덕동 1번지 일대","신공덕구역","92850","","","72099","11000NTC198307025356"
"11000AGZ198307022021","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 전농동 산6번지 일대","전농3구역","114952","","","83192","11000NTC198307025356"
"11000AGZ198307022022","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 본동 126번지 일대","본동1구역","32536","","","61494","11000NTC198307025356"
"11000AGZ198307022023","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","강동구 천호동 산6-1, 산8-1번지 일대","천호1주택재개발정비구역","29245","","","31733","11000NTC198307025356"
"11000AGZ198307022024","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","종로구 창신동 9번지 일대","창신1구역","56200","","","61246","11000NTC198307025356"
"11000AGZ198307022025","11000PPL198307025356","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","종로구 현저동 746번지 일대","현저3구역","135935","","","105704","11000NTC198307025356"
"11000AGZ198307112027","11000PPL198307115378","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 동자동 14,35번지 일대","동자동재개발구역","45157","","","45003","11000NTC198307115378"
"11000AGZ198307112028","11000PPL198307115378","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 남창동,남대문3가,회현동1가,충무로1가일부","남대문재개발구역","95386","","","95309","11000NTC198307115378"
"11000AGZ198307182029","11000PPL198307185397","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","종로구 청운동 2,3번지 일대","청운제1구역","0","","","17050","11000NTC198307185397"
"11000AGZ198307182030","11000PPL198307185396","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","강동구 천호동 산6-1, 산8-1번지 일대","천호1구역","31733","","","31733","11000NTC198307185396"
"11000AGZ198307182032","11000PPL198307185398","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","종로구 당주동 45-2의 29필지","도렴구역제11지구","0","","","2321.3","11000NTC198307185398"
"11000AGZ198307182033","11000PPL198307185396","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","영등포구 신길동 236-1,-15외11필지","신길2구역","1578.72","","","1639.77","11000NTC198307185396"
"11000AGZ198307202034","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","종로구 내수동 159-1번지 일대","도렴구역제18-2지구","12943","","","2653","11000NTC198307205399"
"11000AGZ198307202035","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 공덕동 254-11","마포로2-7도시환경정비지구","3500","","","3379","11000NTC198307205399"
"11000AGZ198307202036","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 회현동1가 195-7일대","남대문구역제9지구","3700","","","5051","11000NTC198307205399"
"11000AGZ198307202037","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 다동 2의3일대","다동12도시환경정비지구","1437","","","1396.8","11000NTC198307205399"
"11000AGZ198307202038","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 남창동 6번지 일대","남대문구역제8지구","3804","","","2453","11000NTC198307205399"
"11000AGZ198307202039","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 소공동 111번지 일대","소공구역제2지구","4727","","","3115","11000NTC198307205399"
"11000AGZ198307202040","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","종로구 내수동 199-1번지 일대","도렴구역제18-1지구","12943","","","10290","11000NTC198307205399"
"11000AGZ198307202041","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","종로구 서린동 51일대","서린구역제11지구","2450","","","2579.1","11000NTC198307205399"
"11000AGZ198307202042","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","중구 태평로2가  30번지 일대","소공구역제3지구","3970","","","3197","11000NTC198307205399"
"11000AGZ198307206043","11000PPL198307205399","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","","청진1도시환경정비지구","9487.3","","","9487.3","11000NTC198307205399"
"11000AGZ198308042044","11000PPL198308045434","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","을지로2가구역제16,17지구","","22016","","","22016","11000NTC198308045434"
"11000AGZ198402252095","11000PPL198402255864","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구무교동77번지 일대","무교2도시환경정비지구","1621","","","1688.5","11000NTC198402255864"
"11000AGZ198403282096","11000PPL198403285908","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 도화동 292-26","마포로1-30도시환경정비지구","1830","","","1895","11000NTC198403285908"
"11000AGZ198403282097","11000PPL198403285908","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중구 남대문로 5가 602일대","양동1도시환경정비지구","3883.4","","","3823.1","11000NTC198403285908"
"11000AGZ198403282098","11000PPL198403285908","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","마포구 마포동 35-1","마포로1-1도시환경정비지구","1723","","","1654","11000NTC198403285908"
"11000AGZ198403282099","11000PPL198403285908","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","마포구 도화동 39-5일대","제9-1지구","13431","","","10582.2","11000NTC198403285908"
"11000AGZ198403282100","11000PPL198403285908","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업지구","마포구 도화동 39-6 일대","제9-2지구","13431","","","3306.5","11000NTC198403285908"
"11000AGZ198404242105","11000PPL198404245967","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 응봉동 133,134번지 일대","제1지구","","","","20212","11000NTC198404245967"
"11000AGZ198404242106","11000PPL198404245967","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","성동구 하왕십리동 890, 1000번지 일대","제1지구","","","","63270","11000NTC198404245967"
"11000AGZ198404272107","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","23지구","0","","","2834","11000NTC198404275987"
"11000AGZ198404272108","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","3지구","0","","","4100","11000NTC198404275987"
"11000AGZ198404272110","11000PPL198404275987","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","내수동 159-1","도렴15도시환경정비지구","1310","","","3616","11000NTC198404275987"
"11000AGZ198404272111","11000PPL198404275987","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","","24지구","0","","","2973","11000NTC198404275987"
"11000AGZ201902270064","11000PPL201902272480","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동대문구 답십리동 98번지 일대","답십리 제18재정비촉진구역","55394","2","8","55386","11000NTC201902272480"
"11000AGZ201903080067","11000PPL201903082670","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","동작구 노량진동 270-3번지 일대","노량진5재정비촉진구역 주택재개발사업","38137","2","120","38017","11000NTC201903082670"
"11000AGZ201904210072","11000PPL201904213440","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","종로구 이화동 9-59번지 일대","정비예정구역","15000","2","15000","0","11000NTC201907030001"
"11000AGZ201904210073","11000PPL201904213440","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","종로구 이화동 9-59번지 일대","이화제1주택재개발정비구역","13842.6","2","13842.6","0","11000NTC201907030001"
"11000AGZ201901080074","11000PPL201901081580","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","녹번동 53번지 일대","녹번제1구역 제1지구","39128","1","239.8","39367.8","11000NTC201901081580"
"11000AGZ201901080075","11000PPL201901081580","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","녹번동 4,19,53번지 일대","녹번제1구역 주택재개발정비사업","180552.5","1","519.4","181071.9","11000NTC201901081580"
"11000AGZ201904210079","11000PPL201904213460","서울특별시","신설","의제처리구역","정비구역","주거환경관리사업","종로구 충신동 1-1번지 일대","관리형 주거환경개선사업","0","1","29601.6","29601.6","11000NTC201904213460"
"11000AGZ201903180086","11000PPL201903183010","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","신림동 316-55일대","신림3재정비촉진구역","35140","2","3.6","35136.4","11000NTC201903183010"
"11000AGZ201904210089","11000PPL201904213450","서울특별시","신설","의제처리구역","정비구역","주거환경관리사업","종로구 이화동 9-59번지 일대","관리형 주거환경개선사업","0","1","16882.4","16882.4","11000NTC201904213450"
"11000AGZ201905100094","11000PPL201905103640","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","동대문구 용두동11-1일대","청량리3재정비촉진구역","7025","2","13.4","7011.6","11000NTC201905103640"
"11000AGZ201904020097","11000PPL201904023250","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","흑석동 259-89번지 일대","흑석3 재정비촉진구역-주택재개발사업","102572.2","2","14.3","102557.9","11000NTC201904023250"
"11000AGZ201904020098","11000PPL201904023250","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","흑석동 90번지일대","흑석9 재정비촉진구역-주택재개발사업","94566.4","1","11.4","94577.8","11000NTC201904023250"
"11000AGZ201904040103","11000PPL201904043290","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","용산구 한강로2가 2-194호 일대 ","도시정비형 재개발정비구역 - 2구역","22277.2","2","157.4","22119.8","11000NTC201904043290"
"11000AGZ201907110001","11000PPL201907110003","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","은평구 증산동 205-33일대","증산4재정비촉진구역","172932","","","0","11380NTC201907110003"
"11000AGZ201812190109","11000PPL201812191460","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 서대문구 북아현동 1-954번지 일대","주택재개발사업","77839.5","2","14","77825.5","11000NTC201812191460"
"11140AGZ201907110001","11140PPL201907110001","중구","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 봉래동1가 48-3 일원","봉래 도시정비형 재개발구역","30741.8","","","30725","11140NTC201907110001"
"11620AGZ201908090001","11620PPL201908090002","관악구","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 1544-1번지 일대","봉천제12-1 주택재개발정비사업","28321.5","","","28321.5","11000NTC201908120001"
"11000AGZ201906270001","11000PPL201906270001","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 입정동 189-1번지 일원","세운 3-1구역 재개발사업구역","4661.17","","","4729.71","11110NTC201906270002"
"11000AGZ201906270004","11000PPL201906270001","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 입정동 2-4번지 일원","세운 3-4,5구역 재개발사업구역","7032.37","","","6987.24","11110NTC201906270002"
"11440AGZ201908140002","11440PPL201908140002","마포구","변경","의제처리구역","정비구역","주택재건축사업","마포구 신수동 93-102번지 일대 ","신수1 주택재건축정비구역","47163.3","","","48035","11440NTC201908140002"
"11000AGZ201312119633","11000PPL201311216998","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","종로구 인사동 194-28대","공평C13도시환경정비사업","","","","167.4","11000NTC201311216998"
"11000AGZ201312119634","11000PPL201311216998","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","종로구 인사동 153-4대","공평C14도시환경정비사업","","","","235.3","11000NTC201311216998"
"11000AGZ201905280924","11000PPL201905280052","서울특별시","변경","의제처리구역","정비구역","재건축사업구역","서대문구 연희동 711번지 일대","연희 제1주택재건축정비구역","19468.8","2","1.8","19467","11000NTC201812190039"
"11000AGZ201711219292","11000PPL201708038237","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","강북구 미아동 62-7 일대","강북4 도시환경정비예정구역","8524","2","8524","","11000NTC201708038237"
"11000AGZ201804160471","11000PPL201803228394","서울특별시","변경","의제처리구역","정비구역","재건축사업구역","양천구 목동 632-1번지 일대","목1 주택재건축 정비구역","24519.5","2","124","24395.5","11000NTC201803228394"
"11000AGZ201109218035","11000PPL200809182216","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 송파구 거여동 202번지 일대","거여2주택재개발정비구역","158609","","","158609","11000NTC200809182216"
"11000AGZ199403170606","11000PPL199403174385","서울특별시","신설","의제처리구역","정비구역","주거환경개선사업","종로구 홍파동 2번지일원","홍파제1지구","0","","","6509.9","11000NTC199403174385"
"11000AGZ199403170607","11000PPL199403174386","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","도봉구 미아동1266일대","미아5구역","109007","","","112000","11000NTC199403174386"
"11000AGZ196601183679","11000PPL196601180242","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","신공덕동~만리동","공덕지구","0","","","362825","11000NTC196601180242"
"11000AGZ196601183680","11000PPL196601180242","서울특별시","신설","의제처리구역","정비구역","도시환경정비사업지구","냉천동~현저동","영천지구","0","","","182925","11000NTC196601180242"
"11000AGZ196601183681","11000PPL196601180242","서울특별시","신설","의제처리구역","정비구역","주택재개발사업지구","창신동","낙산지구","0","","","128800","11000NTC196601180242"
"11000AGZ201810180020","11000PPL201809200006","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","서울시 성북구 길음동 498번지 일원","길음2재정비촉진구역","104914.7","1","409.8","105324.5","11000NTC201809200006"
"11000AGZ196712013704","11000PPL196712010320","서울특별시","변경","의제처리구역","정비구역","도시환경정비사업구역","중구 충현동","","105235","","","117465","11000NTC196712010320"
"11000AGZ201302138231","11000PPL201209276645","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","은평구 수색동 361일대","수색4주택재개발사업구역","63195","2","1","63194","11000NTC201209276645"
"11000AGZ201302138232","11000PPL201209276645","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","은평구 수색동 341-6일대","수색13주택재개발사업구역","64775","1","1","64776","11000NTC201209276645"
"11000AGZ201302138235","11000PPL201210256668","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","은평구 수색동 30-2일대","수색9주택재개발사업구역","36453","2","25.5","36427.5","11000NTC201210256668"
"11000AGZ201302138236","11000PPL201210256668","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","은평구 수색동 115-5일대","수색6주택재개발사업구역","65548","2","487","65061","11000NTC201210256668"
"11000AGZ201302280078","11000PPL201208166594","서울특별시","폐지","의제처리구역","정비구역","주택재건축사업","서대문구 홍제동 266-211","홍제4주택재건축정비구역","13959","2","13959","","11000NTC201208166594"
"11000AGZ201302280079","11000PPL201208166594","서울특별시","폐지","의제처리구역","정비구역","주택재건축사업","서대문구 북가좌동 340-30번지 일대","북가좌1주택재건축정비구역","21164.8","2","21164.8","","11000NTC201208166594"
"11000AGZ201302280080","11000PPL201208166594","서울특별시","폐지","의제처리구역","정비구역","주택재건축사업","금천구 독산동 144-45번지 일대","독산1주택재건축정비사업","13518","2","13518","","11000NTC201208166594"
"11000AGZ201302288239","11000PPL201208236604","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","성북구 길음동 508-16번지 일원","길음1주택재개발구역","107534","2","368.5","107165.5","11000NTC201208236604"
"11000AGZ201708048628","11000PPL201401237069","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","강북구 미아동 1268-1번지 일대","미아6구역 주택재개발","77557","1","0.2","77557.2","11000NTC201401237069"
"11000AGZ201708238635","11000PPL201706018142","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","마포구 염리동 507 일원","염리3 주택재개발사업구역","87952.2","1","33.4","87985.6","11000NTC201706018142"
"11000AGZ201708238636","11000PPL201705258126","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","마포구 염리동 105번지 일원","염리5주택재개발정비구역","81426","2","81426","","11000NTC201705258126"
"11000AGZ201708238637","11000PPL201705258126","서울특별시","폐지","의제처리구역","정비구역","주택재개발사업구역","마포구 염리동 9번지 일원","염리4주택재개발정비구역","38809","2","38809","","11000NTC201705258126"
"11000AGZ201708239263","11000PPL201705258126","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","마포구 아현동 617 일원","마포로3도시환경정비사업구역","20174","2","20174","","11000NTC201705258126"
"11000AGZ201708239264","11000PPL201705258126","서울특별시","폐지","의제처리구역","정비구역","도시환경정비사업구역","마포구 공덕동 168 일원","마포로2도시환경정비구역","9562","2","9562","","11000NTC201705258126"
"11000AGZ200304094121","11000PPL200304094072","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","서대문구 연희동 520번지 일대","연희1주거환경개선지구","21042.6","","","21782.6","11000NTC200304094072"
"11000AGZ200304094122","11000PPL200304094073","서울특별시","신설","의제처리구역","정비구역","주택재개발사업구역","서대문구 홍은동 11-320번지 일대","홍은제8주택재개발구역","0","","","10032","11000NTC200304094073"
"11000AGZ200304124147","11000PPL200304124084","서울특별시","변경","의제처리구역","정비구역","주택재개발사업구역","관악구 봉천동 1560번지 일대","봉천제10주택재개발구역","20319.7","","","20319.7","11000NTC200304124084"
"11000AGZ200304154159","11000PPL200304154091","서울특별시","변경","의제처리구역","정비구역","재개발사업구역","중구 중림동 180번지 일대","마포로5도시환경정비구역","56787","","","61578.8","11000NTC200304154091"
"11000AGZ200304154161","11000PPL200304154091","서울특별시","변경","의제처리구역","정비구역","재개발사업지구","중림동 156-106일대","마포로5-11도시환경정비지구","1035","","","2011.8","11000NTC200304154091"
"11000AGZ199904081137","11000PPL199904088655","서울특별시","변경","의제처리구역","정비구역","주택재개발사업지구","은평구 수색동 산31번지 일대","수색제2주택재개발구역 제2-2지구","10650","","","11158","11000NTC199904088655"
"11000AGZ199904091181","11000PPL199904098659","서울특별시","변경","의제처리구역","정비구역","주거환경개선사업","관악구 신림동 1708번지 일원","신림5동제1지구","5773.8","","","5759.6","11000NTC199904098659"
