시도,시군구,구역명칭,현 사업추진단계,사업유형,사업시행자,공급 예정 세대수
서울특별시,중구,봉래제5지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,봉래제6지구,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중랑구,염광아파트(망우1),17)사업시행자지정,3)재건축(공동주택),5)공동(2개이상), 581 
서울특별시,중랑구,상봉7재정비촉진,5)사업시행인가,2)재개발(도시정비),1)조합, 871 
서울특별시,중랑구,중화동324번지일대,3)추진위구성,4)재건축(단독주택),"3)공공(지자체/시장,군수 등)", 365 
서울특별시,종로구,공평F1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,남대문제3지구,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,중구,남대문-11,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,남대문-13,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,남대문-14,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,남대문-15,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,관악구,"뉴서울아파트,개나리·열망연립",5)사업시행인가,3)재건축(공동주택),6)지정개발자, 306 
서울특별시,마포구,마포로1-34,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 44 
서울특별시,마포구,마포로1-36,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,마포구,마포로1-38,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,마포구,마포로1-43,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,마포구,마포로1-51,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,마포구,마포로3구역제1지구,7)착공,2)재개발(도시정비),2)토지등소유자, 403 
서울특별시,마포구,마포로3-8-1,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,마포구,마포로3-8-2,2)정비구역지정,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,중구,마포로5-09-1,7)착공,2)재개발(도시정비),2)토지등소유자, 101 
서울특별시,중구,명동구역제2지구,6)관리처분인가,2)재개발(도시정비),1)조합, 해당없음 
서울특별시,중구,무교·다동구역제21지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,무교·다동구역제30지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강북구,미아7,6)관리처분인가,1)재개발(주택정비),"3)공공(지자체/시장,군수 등)", 250 
서울특별시,중랑구,상봉9재정비촉진,7)착공,2)재개발(도시정비),2)토지등소유자, 999 
서울특별시,중구,서-서1·2제2-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,서-서1·2-04-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,서소문-01-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,서소문-08-1,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,서소문-08-3,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,성동구,성수1,4)조합설립인가,4)재건축(단독주택),1)조합, 322 
서울특별시,중구,소공4-02,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,은평구,수색12,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,은평구,수색1재정비촉진,4)조합설립인가,2)재개발(도시정비),1)조합,0 
서울특별시,은평구,수색3,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,은평구,수색5,2)정비구역지정,2)재개발(도시정비),1)조합, 65 
서울특별시,종로구,수송구역제1-1지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-3지구,5)사업시행인가,2)재개발(도시정비),"3)공공(지자체/시장,군수 등)",0 
서울특별시,종로구,수송구역제1-7지구,5)사업시행인가,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-8지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,중구,순화-01-2,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,구로구,신도림동293번지일대,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,2722 
서울특별시,관악구,신림1재정비촉진,5)사업시행인가,1)재개발(주택정비),1)조합,4185 
서울특별시,관악구,신림2재정비촉진,6)관리처분인가,1)재개발(주택정비),1)조합,1430 
서울특별시,마포구,신촌지역(마포)1-3지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)1-4지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)2-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)2-7지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 196 
서울특별시,마포구,신촌지역(마포)2-8지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)3-1지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)3-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-10지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 295 
서울특별시,마포구,신촌지역(마포)4-12지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 216 
서울특별시,마포구,신촌지역(마포)4-13지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-14지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-16지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-19지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-5지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 40 
서울특별시,마포구,신촌지역(마포)4-7지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-9지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 286 
서울특별시,중구,양동구역제4-2·7,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,을지로2가구역제1·3·6·18지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,광진구,중곡아파트,17)사업시행자지정,3)재건축(공동주택),5)공동(2개이상), 348 
서울특별시,중랑구,중화3재정비촉진,7)착공,2)재개발(도시정비),6)지정개발자, 176 
서울특별시,중구,회현-04-2,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,광진구,자양한양아파트,3)추진위구성,3)재건축(공동주택),1)조합, 859 
서울특별시,서초구,방배15,4)조합설립인가,4)재건축(단독주택),1)조합,1688 
서울특별시,서초구,방배신동아아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 843 
서울특별시,강남구,개포경남아파트,2)정비구역지정,3)재건축(공동주택),1)조합,2343 
서울특별시,동대문구,답십리17,7)착공,1)재개발(주택정비),"4)공공(LH,SH,GH)", 326 
서울특별시,마포구,마포4-3,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포4-8,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,신촌지역(마포)4-1,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 133 
서울특별시,마포구,마포4-11,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포4-4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포4-6,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포3-4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포1-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-6,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-5,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-3,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포2-9,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포로1-14,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포4-17,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,마포구,마포4-18,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,마포로4-2,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,서대문구,마포로4-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 100 
서울특별시,서대문구,마포로4-7,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,서대문구,마포로4-5,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,서대문구,마포로5-3,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,마포로5-4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,마포로5-8,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,종로구,청진18,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,도렴16,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,종로구,도렴17,2)정비구역지정,1)재개발(주택정비),1)조합,0 
서울특별시,종로구,도렴10,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,종로구,삼청2,2)정비구역지정,1)재개발(주택정비),2)토지등소유자, 144 
서울특별시,종로구,서린4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,서린5,2)정비구역지정,1)재개발(주택정비),1)조합,0 
서울특별시,종로구,세종로3,2)정비구역지정,1)재개발(주택정비),1)조합,0 
서울특별시,종로구,세종로5,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,종로구,"도렴8,9",2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,종로구,인사동일대수복형(소단위맞춤형),2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,공평구역제15·16지구,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,종로구,청진9,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,청진4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,청진10,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,청진11,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강북구,양지마을,7)착공,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,강북구,인수봉숲길마을,7)착공,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,관악구,굴참마을,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,구로구,한뜻모아마을,5)사업시행인가,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,노원구,상계4-1지구,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,동대문구,휘경마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,성북구,369성곽마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,성북구,삼태기마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,성북구,한천마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,성북구,정릉정든마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,성북구,정릉동삼덕마을,2)정비구역지정,5)주거환경개선,"3)공공(지자체/시장,군수 등)",0 
서울특별시,영등포구,대림동1,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,영등포구,조롱박마을,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,종로구,혜화명륜성곽마을,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,종로구,부암성곽마을,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,종로구,행촌성곽마을,2)정비구역지정,5)주거환경개선,1)조합,0 
서울특별시,중구,신당9,4)조합설립인가,1)재개발(주택정비),1)조합, 315 
서울특별시,은평구,신사동200일대,2)정비구역지정,4)재건축(단독주택),1)조합,1536 
서울특별시,성북구,장위15재정비촉진,4)조합설립인가,1)재개발(주택정비),1)조합,3318 
서울특별시,은평구,불광8,2)정비구역지정,1)재개발(주택정비),1)조합, 321 
서울특별시,종로구,공평구역제17지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,서린02,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,서린17-2,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,서린18,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,세종로1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-4지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-6지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,수송구역제1-10지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강남구,압구정아파트지구특별계획구역1,3)추진위구성,3)재건축(공동주택),1)조합,1233 
서울특별시,강남구,압구정아파트지구특별계획구역2,4)조합설립인가,3)재건축(공동주택),1)조합,2571 
서울특별시,노원구,광운대역세권,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 164 
서울특별시,동작구,신대방역세권,3)추진위구성,2)재개발(도시정비),2)토지등소유자,1459 
서울특별시,양천구,수정아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 276 
서울특별시,중구,세운6-3-3,7)착공,2)재개발(도시정비),6)지정개발자, 해당없음 
서울특별시,중구,양동구역제11·12지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,영등포구,영등포도심역세권,4)조합설립인가,2)재개발(도시정비),1)조합, 993 
서울특별시,강동구,천호우성아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 629 
서울특별시,강동구,삼익그린2차,4)조합설립인가,3)재건축(공동주택),1)조합,2400 
서울특별시,구로구,남구로역세권공공임대주택,5)사업시행인가,2)재개발(도시정비),2)토지등소유자, 299 
서울특별시,양천구,신정동1152번지일대,4)조합설립인가,1)재개발(주택정비),1)조합, 956 
서울특별시,중구,신당제10,4)조합설립인가,1)재개발(주택정비),1)조합,1423 
서울특별시,중구,중림동398번지일대,4)조합설립인가,1)재개발(주택정비),1)조합, 791 
서울특별시,마포구,염리동488-14번지일대,3)추진위구성,1)재개발(주택정비),1)조합,1120 
서울특별시,동대문구,답십리자동차부품상가,5)사업시행인가,2)재개발(도시정비),1)조합, 618 
서울특별시,마포구,마포로1구역제10지구,5)사업시행인가,2)재개발(도시정비),1)조합, 231 
서울특별시,서초구,강남원효성빌라,4)조합설립인가,3)재건축(공동주택),1)조합, 103 
서울특별시,송파구,대림가락아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 925 
서울특별시,송파구,송파미성아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 810 
서울특별시,송파구,가락미륭아파트,6)관리처분인가,3)재건축(공동주택),1)조합, 614 
서울특별시,강동구,천호동532-2번지일대,4)조합설립인가,1)재개발(주택정비),1)조합, 568 
서울특별시,금천구,"독산동4,5구역",3)추진위구성,4)재건축(단독주택),1)조합, 548 
서울특별시,노원구,상계주공5단지,5)사업시행인가,3)재건축(공동주택),6)지정개발자, 996 
서울특별시,강서구,유풍연립,3)추진위구성,3)재건축(공동주택),1)조합, 70 
서울특별시,영등포구,영등포대선제분일대1구역제1지구,5)사업시행인가,2)재개발(도시정비),6)지정개발자, 141 
서울특별시,영등포구,국화아파트,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 662 
서울특별시,영등포구,신길우성2차·우창아파트,5)사업시행인가,3)재건축(공동주택),6)지정개발자,1212 
서울특별시,영등포구,삼부아파트,3)추진위구성,3)재건축(공동주택),1)조합, 866 
서울특별시,영등포구,여의도대교아파트,5)사업시행인가,3)재건축(공동주택),1)조합, 576 
서울특별시,은평구,연신내구역,6)관리처분인가,2)재개발(도시정비),5)공동(2개이상), 77 
서울특별시,관악구,봉천제13구역,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)", 464 
서울특별시,동작구,흑석2구역,17)사업시행자지정,2)재개발(도시정비),"4)공공(LH,SH,GH)",1012 
서울특별시,강북구,강북5구역,17)사업시행자지정,2)재개발(도시정비),5)공동(2개이상), 688 
서울특별시,종로구,신문로2구역_12지구,17)사업시행자지정,2)재개발(도시정비),"4)공공(LH,SH,GH)", 128 
서울특별시,서대문구,홍은1구역,17)사업시행자지정,2)재개발(도시정비),5)공동(2개이상), 329 
서울특별시,서대문구,충정로1,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)", 297 
서울특별시,강동구,천호A1-1,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)", 757 
서울특별시,송파구,거여새마을구역,5)사업시행인가,1)재개발(주택정비),"4)공공(LH,SH,GH)",1678 
서울특별시,성북구,장위9구역,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)",2270 
서울특별시,성북구,장위8구역,17)사업시행자지정,1)재개발(주택정비),5)공동(2개이상),2846 
서울특별시,동대문구,전농9구역,17)사업시행자지정,1)재개발(주택정비),5)공동(2개이상),1159 
서울특별시,성북구,성북1구역,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)",1826 
서울특별시,서대문구,연희2,17)사업시행자지정,1)재개발(주택정비),5)공동(2개이상),1067 
서울특별시,노원구,상계3구역,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)",2550 
서울특별시,양천구,신월7동_2구역,17)사업시행자지정,1)재개발(주택정비),5)공동(2개이상),2249 
서울특별시,중랑구,중화5구역,17)사업시행자지정,1)재개발(주택정비),5)공동(2개이상),1610 
서울특별시,동대문구,신설제1구역,5)사업시행인가,1)재개발(주택정비),"4)공공(LH,SH,GH)", 299 
서울특별시,종로구,공평구역소단위공동개발지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,서대문구,가재울9재정비촉진,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)", 239 
서울특별시,강남구,개포우성7차아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1234 
서울특별시,서초구,신반포19차25차아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 447 
서울특별시,강남구,개포우성6차아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 417 
서울특별시,강남구,개포우성4차아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1080 
서울특별시,종로구,창신1구역1-4지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신1구역1-5지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강동구,강동역역세권활성화,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,1118 
서울특별시,종로구,창신1구역1-6지구,4)조합설립인가,2)재개발(도시정비),6)지정개발자,0 
서울특별시,종로구,창신1구역1-7지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신1구역1-8지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신2구역2-1지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강동구,천호8촉진,4)조합설립인가,2)재개발(도시정비),1)조합, 520 
서울특별시,강동구,천호동397-419번지일대,4)조합설립인가,1)재개발(주택정비),2)토지등소유자, 420 
서울특별시,구로구,천왕2역세권공공임대주택,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 421 
서울특별시,영등포구,신길1,17)사업시행자지정,1)재개발(주택정비),"4)공공(LH,SH,GH)",1483 
서울특별시,종로구,창신2구역2-2지구,2)정비구역지정,2)재개발(도시정비),,0 
서울특별시,영등포구,여의도진주아파트,3)추진위구성,3)재건축(공동주택),1)조합, 해당없음 
서울특별시,종로구,창신3구역,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신4구역4-1지구,3)추진위구성,2)재개발(도시정비),1)조합,0 
서울특별시,영등포구,여의도한양아파트,5)사업시행인가,3)재건축(공동주택),6)지정개발자, 992 
서울특별시,성동구,마장세림아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 996 
서울특별시,영등포구,여의도공작아파트,2)정비구역지정,3)재건축(공동주택),6)지정개발자, 582 
서울특별시,영등포구,문래동1가A구역5지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,광진구,신향빌라,2)정비구역지정,3)재건축(공동주택),1)조합, 해당없음 
서울특별시,동대문구,용두1재정비촉진구역제4지구,4)조합설립인가,2)재개발(도시정비),6)지정개발자, 60 
서울특별시,마포구,합정7,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 198 
서울특별시,마포구,마포로1구역제58-2지구,7)착공,2)재개발(도시정비),2)토지등소유자, 196 
서울특별시,동대문구,용두1재정비촉진구역제6지구,17)사업시행자지정,2)재개발(도시정비),5)공동(2개이상), 977 
서울특별시,서대문구,마포로5구역제3-1지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,동대문구,청량리1재정비촉진,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,용산구,정비창전면제2-1,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 162 
서울특별시,용산구,정비창전면제2-3,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,용산구,정비창전면제2-4,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,용산구,남영동업무지구제2구역,4)조합설립인가,2)재개발(도시정비),1)조합, 532 
서울특별시,중구,서소문구역제10지구,7)착공,2)재개발(도시정비),5)공동(2개이상), 해당없음 
서울특별시,중구,남대문구역제7-1지구,5)사업시행인가,2)재개발(도시정비),2)토지등소유자, 267 
서울특별시,중구,무교·다동구역제16지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,종로구,창신1구역1-1지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신1구역1-2지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,창신1구역1-3지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,강서구,방화5재정비촉진구역,6)관리처분인가,4)재건축(단독주택),1)조합,1657 
서울특별시,금천구,시흥1,2)정비구역지정,1)재개발(주택정비),1)조합,1170 
서울특별시,금천구,독산시흥,4)조합설립인가,1)재개발(주택정비),6)지정개발자,2072 
서울특별시,영등포구,광장아파트38-1,4)조합설립인가,3)재건축(공동주택),1)조합, 168 
서울특별시,종로구,공평구역제18지구,2)정비구역지정,2)재개발(도시정비),2)토지등소유자,0 
서울특별시,종로구,세종로4,2)정비구역지정,2)재개발(도시정비),1)조합,0 
서울특별시,중구,마포로5구역10·11지구,7)착공,2)재개발(도시정비),2)토지등소유자, 299 
서울특별시,중구,서소문구역제11·12지구,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,강서구,방화2재정비촉진,4)조합설립인가,1)재개발(주택정비),6)지정개발자, 740 
서울특별시,강남구,압구정아파트지구특별계획구역⑥,4)조합설립인가,3)재건축(공동주택),1)조합, 836 
서울특별시,중랑구,중화우성타운,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 219 
서울특별시,구로구,고척동253번지일대,2)정비구역지정,1)재개발(주택정비),1)조합,1469 
서울특별시,구로구,가리봉2구역,2)정비구역지정,1)재개발(주택정비),1)조합,1214 
서울특별시,구로구,가리봉1구역,3)추진위구성,1)재개발(주택정비),1)조합,2259 
서울특별시,구로구,천왕역세권공공임대주택,7)착공,2)재개발(도시정비),2)토지등소유자, 440 
서울특별시,도봉구,삼환도봉아파트,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 993 
서울특별시,도봉구,방학신동아1단지,2)정비구역지정,3)재건축(공동주택),1)조합,4099 
서울특별시,도봉구,쌍문한양1차아파트,4)조합설립인가,3)재건축(공동주택),1)조합,1150 
서울특별시,도봉구,창동상아1차아파트,4)조합설립인가,3)재건축(공동주택),6)지정개발자, 980 
서울특별시,양천구,목동아파트1단지,4)조합설립인가,3)재건축(공동주택),6)지정개발자,4050 
서울특별시,양천구,목동아파트2단지,4)조합설립인가,3)재건축(공동주택),6)지정개발자,3389 
서울특별시,양천구,목동아파트3단지,3)추진위구성,3)재건축(공동주택),1)조합,3317 
서울특별시,양천구,목동아파트4단지,3)추진위구성,3)재건축(공동주택),1)조합,2436 
서울특별시,양천구,목동아파트5단지,4)조합설립인가,3)재건축(공동주택),6)지정개발자,3930 
서울특별시,구로구,한효아파트,2)정비구역지정,3)재건축(공동주택),1)조합, 440 
서울특별시,동대문구,휘경제5,2)정비구역지정,1)재개발(주택정비),1)조합, 634 
서울특별시,강남구,도곡우성아파트,4)조합설립인가,3)재건축(공동주택),1)조합, 561 
서울특별시,동대문구,청량리미주아파트,2)정비구역지정,3)재건축(공동주택),1)조합,1370 
서울특별시,성동구,금호제21,4)조합설립인가,1)재개발(주택정비),1)조합,1219 
서울특별시,강남구,논현동현아파트,3)추진위구성,3)재건축(공동주택),1)조합, 905 
서울특별시,중랑구,면목7구역,4)조합설립인가,1)재개발(주택정비),1)조합,1510 
서울특별시,중랑구,상봉10재정비촉진,3)추진위구성,2)재개발(도시정비),1)조합, 498 
서울특별시,동대문구,신이문역세권,4)조합설립인가,2)재개발(도시정비),2)토지등소유자,1265 
서울특별시,중구,을지로3가1·2지구,7)착공,2)재개발(도시정비),6)지정개발자, 해당없음 
서울특별시,중구,무교다동-29,6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,무교다동-31,7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,명동-1,7)착공,2)재개발(도시정비),1)조합, 해당없음 
서울특별시,중구,"세운6-4-22,23",5)사업시행인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,"세운3-2,3",7)착공,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,"세운3-8,9,10",5)사업시행인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,중구,"세운5-1,3",6)관리처분인가,2)재개발(도시정비),2)토지등소유자, 해당없음 
서울특별시,강서구,공항시장정비사업,6)관리처분인가,2)재개발(도시정비),1)조합, 209 
서울특별시,도봉구,쌍문3구역,4)조합설립인가,1)재개발(주택정비),1)조합, 320 
